dbn,school_name,school_type,enrollment,survey_pp_RI,survey_pp_CT,survey_pp_SE,survey_pp_ES,survey_pp_SF,survey_pp_TR,gender_female_pct,gender_male_pct,QR_1_1,QR_1_2,QR_2_2,QR_3_4,QR_4_2,QR_1_4,QR_1_3,QR_3_1,QR_4_1,QR_5_1,ELL,IEP,hs_overage_undercredit_hoi_pct,temp_housing_pct,hra_elig_pct,median_distance,Principal_experience,Teach_3_more_exp,val_attendance_hs_all,val_chronic_absent_hs_all,Teacher_attendance,n_pct_cpci_all,val_pct_cpci_all,n_grad_pct_4_all,val_grad_pct_4_all,n_grad_pct_6_all,val_grad_pct_6_all,n_act_engl,val_act_engl,n_act_math,val_act_math,n_act_read,val_act_read,n_act_scie,val_act_scie,n_mean_act_engl,val_mean_act_engl,n_mean_act_math,val_mean_act_math,n_mean_act_read,val_mean_act_read,n_mean_act_scie,val_mean_act_scie,n_mean_sat_math,val_mean_sat_math,n_mean_sat_writ,val_mean_sat_writ,n_pct_act_engl,val_pct_act_engl,n_pct_act_math,val_pct_act_math,n_pct_sat_math,val_pct_sat_math,n_pct_sat_writ,val_pct_sat_writ
30Q580,Baccalaureate School for Global Education,High School,461,0.79,0.88,0.78,0.89,0.88,0.88,0.592,0.408,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Developing,Developing,0.022,0.134,0.002,0.009,0.373,2.6,14.5,0.944,0.956,0.091,1,116,0.948,116,0.974,55,1,116,0.009,116,0.009,116,0.009,116,0.009,1,,1,,1,,1,,109,660,109,639,116,0.009,116,0.009,116,0.879,116,0.871
31R028,The Eagle Academy for Young Men of Staten Island,High School,112,0.8,0.87,0.82,0.89,0.9,0.88,0,1,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,0.063,0.491,0.009,0.107,0.732,0.9,7.2,0.771,0.784,0.574,0.994,21,0.905,21,0.857,,,21,0,21,0,21,0,21,0,,,,,,,,,16,408,16,451,21,0,21,0,21,0.095,21,0.286
31R064,Gaynor McCown Expeditionary Learning School,High School,429,0.78,0.95,0.84,0.97,0.88,0.95,0.578,0.422,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.012,0.28,0.016,0.023,0.35,2.6,2,0.879,0.738,0.644,0.982,105,0.767,105,0.952,89,0.966,105,0,105,0,105,0,105,0,,,,,,,,,98,476,98,487,105,0,105,0,105,0.267,105,0.514
31R440,New Dorp High School,High School,"3,128",0.73,0.89,0.78,0.93,0.86,0.93,0.48,0.52,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.059,0.231,0.032,0.043,0.481,2.3,22.2,0.894,0.908,0.212,0.98,757,0.815,757,0.886,705,0.874,757,0.001,757,0.001,757,0.001,757,0.001,1,17.8,1,20,1,22,1,18,642,486,642,493,757,0,757,0.001,757,0.295,757,0.458
31R445,Port Richmond High School,High School,"1,538",0.77,0.94,0.81,0.96,0.87,0.94,0.491,0.509,Proficient,Developing,Developing,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Developing,0.099,0.311,0.083,0.086,0.668,1.2,3.2,0.814,0.778,0.45,0.985,401,0.805,401,0.833,362,0.804,401,0.002,401,0.002,401,0.002,401,0.002,1,17,1,20,1,22,1,18,299,456,299,456,401,0.002,401,0.002,401,0.185,401,0.259
31R450,Curtis High School,High School,"2,455",0.71,0.84,0.75,0.88,0.84,0.9,0.578,0.422,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.079,0.196,0.046,0.07,0.585,2,6,0.964,0.692,0.649,0.986,655,0.585,655,0.753,655,0.829,655,0.002,655,0.002,655,0.002,655,0.002,1,16.2,1,17.8,1,17.8,1,17.8,459,466,459,474,655,0,655,0,655,0.183,655,0.322
31R455,Tottenville High School,High School,"3,726",0.75,0.89,0.77,0.9,0.83,0.89,0.51,0.49,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.022,0.223,0.012,0.023,0.281,1.9,0.9,0.911,0.909,0.226,0.984,955,0.845,955,0.957,927,0.942,955,0.006,955,0.006,955,0.006,955,0.006,6,29,6,30,6,27,6,28,812,509,812,504,955,0.005,955,0.004,955,0.373,955,0.488
31R460,Susan E. Wagner High School,High School,"3,332",0.72,0.83,0.75,0.82,0.83,0.86,0.505,0.495,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.032,0.214,0.024,0.035,0.428,2.2,4,0.901,0.881,0.304,0.982,810,0.722,810,0.889,772,0.929,810,0,810,0,810,0,810,0,,,,,,,,,690,505,690,502,810,0,810,0,810,0.354,810,0.485
31R600,Ralph R. McKee Career and Technical Education High,High School,838,0.75,0.89,0.83,0.9,0.89,0.92,0.21,0.79,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.056,0.339,0.041,0.037,0.675,2.3,1.2,0.877,0.724,0.59,0.979,199,0.688,199,0.779,144,0.833,199,0,199,0,199,0,199,0,,,,,,,,,157,445,157,449,199,0,199,0,199,0.126,199,0.246
32K168,The Brooklyn School for Math and Research,High School,364,0.77,0.86,0.84,0.89,0.86,0.93,0.374,0.626,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,0.118,0.187,0.033,0.124,0.698,2.1,10.2,0.727,0.852,0.39,0.991,60,0.917,60,0.933,65,0.938,60,0,60,0,60,0,60,0,18,14.6,18,15.8,18,17.1,18,17.3,53,520,53,475,60,0,60,0,60,0.417,60,0.483
32K403,Academy for Excellence in Leadership,High School,255,0.73,0.91,0.83,0.87,0.94,0.95,0.459,0.541,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,0.514,0.157,0.137,0.231,0.639,0.7,6.5,0.652,0.753,0.657,0.98,64,0.43,64,0.844,67,0.821,64,0,64,0,64,0,64,0,,,,,,,,,46,400,46,402,64,0,64,0,64,0.031,64,0.094
32K545,EBC High School for Public Service - Bushwick,High School,472,0.66,0.85,0.84,0.89,0.93,0.93,0.453,0.547,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.186,0.246,0.087,0.157,0.82,1,10,0.73,0.811,0.494,0.973,116,0.845,116,0.931,129,0.829,116,0,116,0,116,0,116,0,1,,1,,1,,1,,87,406,87,410,116,0,116,0,116,0.026,116,0.112
32K549,The Brooklyn School for Social Justice,High School,302,0.68,0.73,0.83,0.79,0.92,0.87,0.52,0.48,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Developing,Developing,0.374,0.232,0.156,0.182,0.709,0.8,7.1,0.9,0.778,0.636,0.98,77,0.753,77,0.844,104,0.798,77,0,77,0,77,0,77,0,,,,,,,,,64,406,64,404,77,0,77,0,77,0.078,77,0.091
32K552,The Academy of Urban Planning and Engineering,High School,372,0.81,0.94,0.86,0.96,0.9,0.94,0.366,0.634,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.269,0.204,0.078,0.159,0.694,0.9,4.8,0.654,0.871,0.335,0.985,56,0.348,56,0.982,53,0.83,56,0,56,0,56,0,56,0,,,,,,,,,51,402,51,405,56,0,56,0,56,0.054,56,0.125
32K556,Bushwick Leaders High School for Academic Excellen,High School,365,0.71,0.84,0.84,0.9,0.93,0.95,0.512,0.488,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.285,0.236,0.079,0.167,0.805,0.8,0.6,0.733,0.803,0.559,0.982,70,0.843,70,0.843,63,0.778,70,0.371,70,0.371,70,0.371,70,0.371,26,12.9,26,14.8,26,13.2,26,15.5,54,411,54,413,70,0.029,70,0.014,70,0.086,70,0.129
